id,spot_name,ymd,pm10,pm25,O3,NO2,CO,SO2,vol
352,용산구,2021-01-03 08:00,48.0,10.0,0.01,0.021,0.4,0.003,396.0
353,중구,2021-01-03 08:00,49.0,13.0,0.018,0.021,0.4,0.003,168.0
354,은평구,2021-01-03 08:00,34.0,13.0,0.011,0.027,0.6,0.004,323.0
356,마포구,2021-01-03 08:00,36.0,12.0,0.007,0.035,0.5,0.002,86.0
357,도봉구,2021-01-03 08:00,31.0,12.0,0.005,0.035,0.5,0.002,57.0
358,노원구,2021-01-03 08:00,43.0,16.0,0.006,0.036,0.7,0.004,201.0
359,광진구,2021-01-03 08:00,39.0,14.0,0.004,0.028,0.6,0.0,35.0
361,중랑구,2021-01-03 08:00,41.0,13.0,0.003,0.041,0.7,0.003,144.0
362,동대문구,2021-01-03 08:00,35.0,13.0,0.015,0.025,0.5,0.003,56.0
363,성북구,2021-01-03 08:00,42.0,12.0,0.006,0.038,0.0,0.004,97.0
365,영등포구,2021-01-03 08:00,34.0,11.0,0.009,0.03,0.6,0.003,59.0
366,동작구,2021-01-03 08:00,42.0,14.0,0.009,0.036,0.4,0.003,85.0
367,관악구,2021-01-03 08:00,32.0,8.0,0.01,0.035,0.5,0.003,232.0
368,금천구,2021-01-03 08:00,38.0,14.0,0.009,0.033,0.5,0.003,0.0
369,강서구,2021-01-03 08:00,44.0,12.0,0.012,0.029,0.3,0.003,40.0
370,양천구,2021-01-03 08:00,45.0,15.0,0.007,0.036,0.5,0.003,66.0
371,구로구,2021-01-03 08:00,42.0,8.0,0.006,0.039,0.5,0.004,69.0
372,강남구,2021-01-03 08:00,39.0,14.0,0.018,0.021,0.4,0.004,95.0
373,서초구,2021-01-03 08:00,35.0,10.0,0.01,0.031,0.4,0.003,151.0
374,송파구,2021-01-03 08:00,39.0,13.0,0.005,0.037,0.6,0.003,0.0
375,강동구,2021-01-03 08:00,47.0,17.0,0.003,0.039,0.5,0.002,4.0
376,종로구,2021-01-03 12:00,22.0,9.0,0.035,0.008,0.3,0.003,94.0
377,용산구,2021-01-03 12:00,33.0,10.0,0.022,0.014,0.4,0.003,813.0
378,중구,2021-01-03 12:00,26.0,9.0,0.03,0.011,0.4,0.003,387.0
379,은평구,2021-01-03 12:00,24.0,9.0,0.032,0.011,0.5,0.004,608.0
381,마포구,2021-01-03 12:00,38.0,25.0,0.022,0.017,0.4,0.003,189.0
382,도봉구,2021-01-03 12:00,27.0,15.0,0.023,0.017,0.4,0.002,98.0
383,노원구,2021-01-03 12:00,38.0,19.0,0.025,0.017,0.5,0.003,48.0
384,광진구,2021-01-03 12:00,35.0,15.0,0.017,0.023,0.6,0.0,130.0
386,중랑구,2021-01-03 12:00,35.0,12.0,0.018,0.026,0.5,0.003,288.0
387,동대문구,2021-01-03 12:00,15.0,7.0,0.032,0.01,0.3,0.002,56.0
388,성북구,2021-01-03 12:00,24.0,9.0,0.02,0.023,0.0,0.004,91.0
390,영등포구,2021-01-03 12:00,26.0,9.0,0.023,0.017,0.4,0.002,183.0
391,동작구,2021-01-03 12:00,30.0,12.0,0.026,0.016,0.3,0.003,164.0
392,관악구,2021-01-03 12:00,22.0,7.0,0.024,0.019,0.4,0.003,493.0
393,금천구,2021-01-03 12:00,28.0,16.0,0.028,0.016,0.4,0.003,0.0
394,강서구,2021-01-03 12:00,27.0,8.0,0.03,0.013,0.2,0.003,32.0
395,양천구,2021-01-03 12:00,33.0,12.0,0.025,0.016,0.4,0.004,107.0
396,구로구,2021-01-03 12:00,25.0,7.0,0.028,0.015,0.3,0.004,62.0
397,강남구,2021-01-03 12:00,19.0,5.0,0.026,0.015,0.4,0.003,92.0
398,서초구,2021-01-03 12:00,17.0,7.0,0.027,0.016,0.3,0.003,456.0
399,송파구,2021-01-03 12:00,31.0,15.0,0.029,0.021,0.4,0.004,0.0
400,강동구,2021-01-03 12:00,39.0,17.0,0.023,0.019,0.4,0.003,22.0
401,종로구,2021-01-03 16:00,28.0,13.0,0.031,0.012,0.4,0.003,90.0
402,용산구,2021-01-03 16:00,33.0,11.0,0.022,0.013,0.4,0.003,725.0
403,중구,2021-01-03 16:00,30.0,14.0,0.029,0.013,0.4,0.003,366.0
404,은평구,2021-01-03 16:00,26.0,9.0,0.031,0.013,0.6,0.004,664.0
406,마포구,2021-01-03 16:00,21.0,9.0,0.022,0.018,0.4,0.003,250.0
407,도봉구,2021-01-03 16:00,25.0,12.0,0.033,0.008,0.3,0.002,125.0
408,노원구,2021-01-03 16:00,30.0,16.0,0.031,0.013,0.4,0.004,568.0
409,광진구,2021-01-03 16:00,25.0,13.0,0.021,0.013,0.5,0.0,144.0
411,중랑구,2021-01-03 16:00,25.0,11.0,0.023,0.019,0.4,0.004,336.0
412,동대문구,2021-01-03 16:00,23.0,13.0,0.028,0.014,0.4,0.003,45.0
413,성북구,2021-01-03 16:00,25.0,9.0,0.025,0.016,0.0,0.004,91.0
415,영등포구,2021-01-03 16:00,24.0,13.0,0.024,0.017,0.5,0.003,217.0
416,동작구,2021-01-03 16:00,30.0,13.0,0.029,0.014,0.4,0.003,157.0
417,관악구,2021-01-03 16:00,25.0,11.0,0.021,0.022,0.5,0.003,531.0
418,금천구,2021-01-03 16:00,35.0,17.0,0.026,0.018,0.5,0.003,0.0
419,강서구,2021-01-03 16:00,28.0,12.0,0.03,0.014,0.3,0.004,33.0
420,양천구,2021-01-03 16:00,30.0,12.0,0.025,0.017,0.5,0.002,177.0
421,구로구,2021-01-03 16:00,24.0,5.0,0.027,0.016,0.3,0.004,60.0
422,강남구,2021-01-03 16:00,14.0,9.0,0.027,0.014,0.4,0.004,93.0
423,서초구,2021-01-03 16:00,27.0,10.0,0.028,0.015,0.3,0.003,533.0
424,송파구,2021-01-03 16:00,27.0,15.0,0.027,0.024,0.5,0.005,0.0
425,강동구,2021-01-03 16:00,29.0,16.0,0.027,0.015,0.4,0.002,28.0
426,종로구,2021-01-03 20:00,34.0,17.0,0.018,0.025,0.5,0.003,93.0
427,용산구,2021-01-03 20:00,39.0,15.0,0.011,0.025,0.5,0.003,417.0
428,중구,2021-01-03 20:00,37.0,17.0,0.016,0.027,0.5,0.003,228.0
429,은평구,2021-01-03 20:00,36.0,15.0,0.009,0.033,0.7,0.004,506.0
431,마포구,2021-01-03 20:00,24.0,10.0,0.01,0.037,0.5,0.003,141.0
432,도봉구,2021-01-03 20:00,27.0,14.0,0.028,0.013,0.4,0.002,79.0
433,노원구,2021-01-03 20:00,35.0,19.0,0.025,0.019,0.5,0.004,328.0
434,광진구,2021-01-03 20:00,29.0,18.0,0.009,0.027,0.7,0.0,56.0
436,중랑구,2021-01-03 20:00,32.0,16.0,0.011,0.037,0.6,0.004,152.0
437,동대문구,2021-01-03 20:00,28.0,18.0,0.017,0.027,0.5,0.003,56.0
438,성북구,2021-01-03 20:00,28.0,16.0,0.015,0.028,0.0,0.004,84.0
440,영등포구,2021-01-03 20:00,24.0,13.0,0.018,0.024,0.6,0.003,58.0
441,동작구,2021-01-03 20:00,34.0,18.0,0.01,0.039,0.5,0.003,124.0
442,관악구,2021-01-03 20:00,29.0,16.0,0.015,0.032,0.6,0.004,412.0
443,금천구,2021-01-03 20:00,33.0,18.0,0.013,0.034,0.6,0.003,0.0
444,강서구,2021-01-03 20:00,33.0,17.0,0.015,0.029,0.4,0.006,31.0
445,양천구,2021-01-03 20:00,32.0,15.0,0.011,0.037,0.5,0.004,92.0
446,구로구,2021-01-03 20:00,28.0,12.0,0.018,0.029,0.4,0.004,66.0
447,강남구,2021-01-03 20:00,26.0,16.0,0.019,0.022,0.5,0.004,97.0
448,서초구,2021-01-03 20:00,25.0,10.0,0.018,0.026,0.4,0.004,283.0
449,송파구,2021-01-03 20:00,29.0,19.0,0.016,0.033,0.5,0.005,0.0
450,강동구,2021-01-03 20:00,38.0,22.0,0.016,0.03,0.5,0.003,14.0
451,종로구,2021-01-04 00:00,33.0,18.0,0.005,0.038,0.6,0.004,23.0
452,용산구,2021-01-04 00:00,37.0,14.0,0.012,0.024,0.5,0.003,124.0
453,중구,2021-01-04 00:00,37.0,18.0,0.014,0.029,0.5,0.003,95.0
454,은평구,2021-01-04 00:00,29.0,14.0,0.018,0.02,0.6,0.004,107.0
456,마포구,2021-01-04 00:00,24.0,14.0,0.013,0.029,0.5,0.003,28.0
457,도봉구,2021-01-04 00:00,28.0,20.0,0.009,0.033,0.4,0.002,7.0
458,노원구,2021-01-04 00:00,31.0,17.0,0.024,0.02,0.5,0.004,44.0
459,광진구,2021-01-04 00:00,30.0,19.0,0.004,0.033,0.7,0.0,9.0
461,중랑구,2021-01-04 00:00,31.0,16.0,0.01,0.036,0.6,0.003,27.0
462,동대문구,2021-01-04 00:00,26.0,19.0,0.009,0.037,0.6,0.003,11.0
463,성북구,2021-01-04 00:00,27.0,15.0,0.009,0.035,0.0,0.003,10.0
465,영등포구,2021-01-04 00:00,30.0,17.0,0.011,0.03,0.6,0.003,10.0
466,동작구,2021-01-04 00:00,34.0,19.0,0.007,0.042,0.5,0.003,18.0
467,관악구,2021-01-04 00:00,27.0,14.0,0.007,0.04,0.5,0.004,134.0
468,금천구,2021-01-04 00:00,35.0,18.0,0.005,0.043,0.6,0.003,0.0
469,강서구,2021-01-04 00:00,44.0,23.0,0.009,0.035,0.4,0.006,4.0
470,양천구,2021-01-04 00:00,38.0,21.0,0.012,0.03,0.6,0.003,17.0
471,구로구,2021-01-04 00:00,36.0,10.0,0.014,0.031,0.4,0.004,29.0
472,강남구,2021-01-04 00:00,30.0,19.0,0.01,0.033,0.5,0.004,44.0
473,서초구,2021-01-04 00:00,27.0,16.0,0.007,0.04,0.4,0.004,55.0
474,송파구,2021-01-04 00:00,30.0,15.0,0.01,0.038,0.6,0.004,0.0
475,강동구,2021-01-04 00:00,39.0,25.0,0.008,0.036,0.5,0.003,3.0
476,종로구,2021-01-04 04:00,33.0,19.0,0.004,0.04,0.7,0.003,17.0
477,용산구,2021-01-04 04:00,37.0,15.0,0.005,0.031,0.5,0.003,100.0
478,중구,2021-01-04 04:00,34.0,18.0,0.005,0.039,0.5,0.003,69.0
479,은평구,2021-01-04 04:00,22.0,15.0,0.012,0.023,0.7,0.004,144.0
481,마포구,2021-01-04 04:00,27.0,15.0,0.016,0.023,0.5,0.004,22.0
482,도봉구,2021-01-04 04:00,25.0,15.0,0.012,0.027,0.5,0.002,14.0
483,노원구,2021-01-04 04:00,39.0,24.0,0.002,0.041,0.7,0.004,63.0
484,광진구,2021-01-04 04:00,30.0,20.0,0.003,0.031,0.7,0.0,13.0
486,중랑구,2021-01-04 04:00,33.0,17.0,0.021,0.015,0.5,0.005,43.0
487,동대문구,2021-01-04 04:00,28.0,21.0,0.003,0.046,0.7,0.004,7.0
488,성북구,2021-01-04 04:00,27.0,14.0,0.007,0.036,0.0,0.004,75.0
490,영등포구,2021-01-04 04:00,28.0,17.0,0.015,0.023,0.5,0.004,15.0
491,동작구,2021-01-04 04:00,33.0,20.0,0.005,0.044,0.6,0.003,26.0
492,관악구,2021-01-04 04:00,25.0,13.0,0.004,0.045,0.7,0.004,136.0
493,금천구,2021-01-04 04:00,32.0,18.0,0.015,0.029,0.5,0.003,0.0
494,강서구,2021-01-04 04:00,40.0,21.0,0.01,0.031,0.3,0.004,24.0
495,양천구,2021-01-04 04:00,35.0,21.0,0.013,0.029,0.6,0.004,28.0
496,구로구,2021-01-04 04:00,28.0,15.0,0.016,0.027,0.5,0.005,6.0
497,강남구,2021-01-04 04:00,29.0,19.0,0.005,0.039,0.6,0.004,26.0
498,서초구,2021-01-04 04:00,28.0,14.0,0.015,0.026,0.3,0.004,25.0
499,송파구,2021-01-04 04:00,32.0,15.0,0.003,0.045,0.7,0.004,0.0
500,강동구,2021-01-04 04:00,39.0,26.0,0.003,0.042,0.6,0.003,8.0
501,종로구,2021-01-04 08:00,37.0,22.0,0.002,0.045,0.8,0.003,135.0
502,용산구,2021-01-04 08:00,46.0,17.0,0.007,0.035,0.5,0.004,1304.0
503,중구,2021-01-04 08:00,39.0,22.0,0.002,0.047,0.7,0.004,498.0
504,은평구,2021-01-04 08:00,25.0,12.0,0.003,0.041,0.7,0.004,875.0
506,마포구,2021-01-04 08:00,27.0,16.0,0.002,0.048,0.7,0.004,634.0
507,도봉구,2021-01-04 08:00,34.0,24.0,0.003,0.04,0.6,0.002,183.0
508,노원구,2021-01-04 08:00,37.0,25.0,0.008,0.034,0.6,0.003,681.0
509,광진구,2021-01-04 08:00,37.0,25.0,0.003,0.035,0.8,0.0,650.0
511,중랑구,2021-01-04 08:00,37.0,19.0,0.007,0.037,0.6,0.004,549.0
512,동대문구,2021-01-04 08:00,31.0,22.0,0.002,0.048,0.8,0.004,91.0
513,성북구,2021-01-04 08:00,31.0,21.0,0.003,0.047,0.0,0.004,159.0
515,영등포구,2021-01-04 08:00,32.0,19.0,0.002,0.047,0.7,0.003,462.0
516,동작구,2021-01-04 08:00,41.0,23.0,0.002,0.048,0.7,0.003,478.0
517,관악구,2021-01-04 08:00,34.0,19.0,0.001,0.052,0.8,0.004,757.0
518,금천구,2021-01-04 08:00,34.0,21.0,0.006,0.043,0.8,0.004,0.0
519,강서구,2021-01-04 08:00,40.0,19.0,0.002,0.05,0.4,0.003,64.0
520,양천구,2021-01-04 08:00,40.0,22.0,0.002,0.052,0.9,0.004,283.0
521,구로구,2021-01-04 08:00,36.0,13.0,0.003,0.044,0.6,0.005,100.0
522,강남구,2021-01-04 08:00,33.0,24.0,0.002,0.042,0.6,0.004,141.0
523,서초구,2021-01-04 08:00,33.0,16.0,0.004,0.045,0.5,0.004,500.0
524,송파구,2021-01-04 08:00,32.0,21.0,0.004,0.043,0.7,0.004,0.0
525,강동구,2021-01-04 08:00,47.0,32.0,0.002,0.046,0.8,0.003,15.0
526,종로구,2021-01-04 12:00,48.0,27.0,0.014,0.035,0.7,0.004,127.0
527,용산구,2021-01-04 12:00,52.0,22.0,0.01,0.034,0.6,0.004,649.0
528,중구,2021-01-04 12:00,49.0,27.0,0.011,0.042,0.8,0.004,455.0
529,은평구,2021-01-04 12:00,34.0,20.0,0.015,0.03,0.7,0.005,624.0
531,마포구,2021-01-04 12:00,43.0,32.0,0.011,0.04,0.7,0.004,288.0
532,도봉구,2021-01-04 12:00,37.0,23.0,0.012,0.034,0.6,0.003,104.0
533,노원구,2021-01-04 12:00,46.0,29.0,0.015,0.033,0.7,0.004,597.0
534,광진구,2021-01-04 12:00,38.0,26.0,0.009,0.035,0.8,0.0,163.0
536,중랑구,2021-01-04 12:00,46.0,20.0,0.012,0.036,0.7,0.005,311.0
537,동대문구,2021-01-04 12:00,35.0,25.0,0.015,0.034,0.7,0.004,69.0
538,성북구,2021-01-04 12:00,44.0,19.0,0.011,0.037,0.0,0.004,141.0
540,영등포구,2021-01-04 12:00,35.0,19.0,0.014,0.032,0.7,0.004,219.0
541,동작구,2021-01-04 12:00,42.0,21.0,0.013,0.037,0.6,0.004,241.0
542,관악구,2021-01-04 12:00,32.0,17.0,0.01,0.043,0.7,0.004,591.0
543,금천구,2021-01-04 12:00,0.0,0.0,0.024,0.022,0.6,0.004,0.0
544,강서구,2021-01-04 12:00,41.0,17.0,0.013,0.036,0.4,0.004,53.0
545,양천구,2021-01-04 12:00,37.0,19.0,0.013,0.036,0.6,0.004,194.0
546,구로구,2021-01-04 12:00,39.0,14.0,0.016,0.031,0.5,0.005,83.0
547,강남구,2021-01-04 12:00,39.0,24.0,0.011,0.037,0.7,0.005,122.0
548,서초구,2021-01-04 12:00,40.0,19.0,0.015,0.035,0.5,0.004,564.0
549,송파구,2021-01-04 12:00,44.0,26.0,0.015,0.039,0.6,0.005,0.0
550,강동구,2021-01-04 12:00,56.0,35.0,0.009,0.042,0.7,0.004,13.0
551,종로구,2021-01-04 16:00,46.0,25.0,0.014,0.031,0.6,0.004,126.0
552,용산구,2021-01-04 16:00,40.0,17.0,0.015,0.025,0.4,0.003,600.0
553,중구,2021-01-04 16:00,42.0,22.0,0.012,0.038,0.6,0.003,376.0
554,은평구,2021-01-04 16:00,41.0,23.0,0.012,0.033,0.7,0.005,681.0
556,마포구,2021-01-04 16:00,30.0,20.0,0.011,0.039,0.6,0.004,370.0
557,도봉구,2021-01-04 16:00,35.0,24.0,0.015,0.029,0.4,0.003,144.0
558,노원구,2021-01-04 16:00,0.0,0.0,0.014,0.031,0.5,0.004,659.0
559,광진구,2021-01-04 16:00,27.0,18.0,0.013,0.026,0.6,0.0,165.0
561,중랑구,2021-01-04 16:00,34.0,17.0,0.011,0.034,0.5,0.004,406.0
562,동대문구,2021-01-04 16:00,30.0,22.0,0.015,0.032,0.5,0.004,73.0
563,성북구,2021-01-04 16:00,49.0,22.0,0.009,0.038,0.0,0.004,132.0
565,영등포구,2021-01-04 16:00,34.0,20.0,0.01,0.04,0.7,0.004,205.0
566,동작구,2021-01-04 16:00,49.0,32.0,0.01,0.034,0.5,0.003,253.0
567,관악구,2021-01-04 16:00,33.0,19.0,0.008,0.045,0.6,0.004,654.0
568,금천구,2021-01-04 16:00,38.0,21.0,0.014,0.036,0.5,0.004,0.0
569,강서구,2021-01-04 16:00,41.0,20.0,0.01,0.041,0.3,0.003,52.0
570,양천구,2021-01-04 16:00,39.0,21.0,0.008,0.043,0.6,0.005,248.0
571,구로구,2021-01-04 16:00,48.0,18.0,0.011,0.038,0.5,0.004,89.0
572,강남구,2021-01-04 16:00,31.0,21.0,0.011,0.036,0.5,0.004,129.0
573,서초구,2021-01-04 16:00,39.0,0.0,0.011,0.04,0.4,0.004,638.0
574,송파구,2021-01-04 16:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,강동구,2021-01-04 16:00,34.0,21.0,0.022,0.024,0.4,0.003,62.0
576,종로구,2021-01-04 20:00,40.0,22.0,0.002,0.048,0.7,0.004,117.0
577,용산구,2021-01-04 20:00,49.0,19.0,0.004,0.038,0.4,0.003,402.0
578,중구,2021-01-04 20:00,50.0,27.0,0.002,0.054,0.6,0.003,322.0
579,은평구,2021-01-04 20:00,34.0,21.0,0.003,0.042,0.7,0.004,464.0
581,마포구,2021-01-04 20:00,30.0,18.0,0.002,0.051,0.6,0.003,300.0
582,도봉구,2021-01-04 20:00,29.0,19.0,0.009,0.034,0.4,0.002,92.0
583,노원구,2021-01-04 20:00,37.0,22.0,0.011,0.036,0.5,0.003,444.0
584,광진구,2021-01-04 20:00,36.0,23.0,0.003,0.038,0.6,0.0,76.0
586,중랑구,2021-01-04 20:00,33.0,16.0,0.004,0.049,0.5,0.004,195.0
587,동대문구,2021-01-04 20:00,34.0,22.0,0.003,0.05,0.6,0.004,73.0
588,성북구,2021-01-04 20:00,35.0,16.0,0.003,0.049,0.0,0.004,112.0
590,영등포구,2021-01-04 20:00,39.0,29.0,0.002,0.048,0.7,0.003,141.0
591,동작구,2021-01-04 20:00,44.0,26.0,0.004,0.047,0.5,0.003,226.0
592,관악구,2021-01-04 20:00,34.0,19.0,0.002,0.052,0.6,0.004,507.0
593,금천구,2021-01-04 20:00,56.0,0.0,0.004,0.046,0.6,0.003,0.0
594,강서구,2021-01-04 20:00,40.0,20.0,0.003,0.05,0.3,0.003,56.0
595,양천구,2021-01-04 20:00,40.0,22.0,0.002,0.053,0.6,0.003,133.0
596,구로구,2021-01-04 20:00,39.0,19.0,0.004,0.048,0.4,0.004,95.0
597,강남구,2021-01-04 20:00,44.0,27.0,0.005,0.041,0.5,0.003,153.0
598,서초구,2021-01-04 20:00,43.0,32.0,0.006,0.042,0.4,0.004,611.0
599,송파구,2021-01-04 20:00,39.0,27.0,0.006,0.046,0.5,0.004,0.0
600,강동구,2021-01-04 20:00,47.0,30.0,0.004,0.047,0.5,0.003,161.0
601,종로구,2021-01-05 00:00,46.0,27.0,0.008,0.035,0.6,0.004,24.0
602,용산구,2021-01-05 00:00,52.0,23.0,0.004,0.037,0.5,0.003,178.0
603,중구,2021-01-05 00:00,49.0,28.0,0.007,0.039,0.5,0.003,111.0
604,은평구,2021-01-05 00:00,37.0,24.0,0.017,0.022,0.6,0.004,139.0
606,마포구,2021-01-05 00:00,32.0,22.0,0.004,0.044,0.6,0.003,33.0
607,도봉구,2021-01-05 00:00,37.0,24.0,0.02,0.018,0.3,0.002,7.0
608,노원구,2021-01-05 00:00,65.0,29.0,0.019,0.02,0.4,0.003,60.0
609,광진구,2021-01-05 00:00,43.0,34.0,0.009,0.027,0.6,0.0,11.0
611,중랑구,2021-01-05 00:00,47.0,25.0,0.01,0.031,0.5,0.003,27.0
612,동대문구,2021-01-05 00:00,38.0,27.0,0.008,0.036,0.5,0.003,13.0
613,성북구,2021-01-05 00:00,35.0,22.0,0.012,0.029,0.0,0.003,11.0
615,영등포구,2021-01-05 00:00,37.0,24.0,0.002,0.043,0.6,0.003,7.0
616,동작구,2021-01-05 00:00,46.0,30.0,0.003,0.051,0.5,0.003,35.0
617,관악구,2021-01-05 00:00,36.0,22.0,0.001,0.053,0.6,0.003,163.0
618,금천구,2021-01-05 00:00,42.0,26.0,0.003,0.049,0.6,0.003,0.0
619,강서구,2021-01-05 00:00,44.0,25.0,0.009,0.033,0.3,0.004,4.0
620,양천구,2021-01-05 00:00,45.0,27.0,0.005,0.039,0.5,0.003,26.0
621,구로구,2021-01-05 00:00,46.0,20.0,0.004,0.045,0.5,0.004,37.0
622,강남구,2021-01-05 00:00,45.0,34.0,0.003,0.04,0.5,0.003,52.0
623,서초구,2021-01-05 00:00,45.0,27.0,0.003,0.048,0.5,0.004,103.0
624,송파구,2021-01-05 00:00,38.0,24.0,0.014,0.032,0.5,0.004,0.0
625,강동구,2021-01-05 00:00,49.0,33.0,0.013,0.027,0.4,0.002,53.0
626,종로구,2021-01-05 04:00,43.0,28.0,0.013,0.026,0.6,0.003,15.0
627,용산구,2021-01-05 04:00,44.0,23.0,0.007,0.027,0.5,0.003,89.0
628,중구,2021-01-05 04:00,43.0,31.0,0.02,0.021,0.5,0.003,63.0
629,은평구,2021-01-05 04:00,37.0,29.0,0.018,0.017,0.6,0.004,161.0
631,마포구,2021-01-05 04:00,30.0,26.0,0.011,0.025,0.5,0.003,25.0
632,도봉구,2021-01-05 04:00,41.0,34.0,0.011,0.024,0.4,0.002,12.0
633,노원구,2021-01-05 04:00,40.0,32.0,0.012,0.025,0.5,0.002,50.0
634,광진구,2021-01-05 04:00,34.0,28.0,0.006,0.027,0.7,0.0,12.0
636,중랑구,2021-01-05 04:00,37.0,24.0,0.008,0.03,0.5,0.003,49.0
637,동대문구,2021-01-05 04:00,33.0,28.0,0.012,0.031,0.6,0.003,8.0
638,성북구,2021-01-05 04:00,38.0,25.0,0.014,0.026,0.0,0.003,78.0
640,영등포구,2021-01-05 04:00,35.0,28.0,0.01,0.025,0.5,0.003,0.0
641,동작구,2021-01-05 04:00,40.0,30.0,0.014,0.028,0.5,0.003,22.0
642,관악구,2021-01-05 04:00,32.0,22.0,0.016,0.027,0.5,0.003,125.0
643,금천구,2021-01-05 04:00,39.0,28.0,0.021,0.023,0.5,0.003,0.0
644,강서구,2021-01-05 04:00,42.0,28.0,0.014,0.024,0.3,0.003,21.0
645,양천구,2021-01-05 04:00,42.0,28.0,0.011,0.028,0.5,0.003,29.0
646,구로구,2021-01-05 04:00,43.0,26.0,0.016,0.027,0.4,0.004,7.0
647,강남구,2021-01-05 04:00,28.0,26.0,0.009,0.032,0.5,0.003,24.0
648,서초구,2021-01-05 04:00,39.0,31.0,0.01,0.031,0.4,0.003,33.0
649,송파구,2021-01-05 04:00,32.0,23.0,0.01,0.032,0.5,0.004,0.0
650,강동구,2021-01-05 04:00,45.0,34.0,0.013,0.024,0.4,0.002,32.0
651,종로구,2021-01-05 08:00,28.0,17.0,0.023,0.016,0.4,0.003,135.0
652,용산구,2021-01-05 08:00,33.0,15.0,0.014,0.022,0.4,0.003,1251.0
653,중구,2021-01-05 08:00,29.0,16.0,0.023,0.018,0.4,0.002,470.0
654,은평구,2021-01-05 08:00,24.0,16.0,0.019,0.02,0.6,0.004,859.0
656,마포구,2021-01-05 08:00,21.0,14.0,0.012,0.027,0.4,0.002,592.0
657,도봉구,2021-01-05 08:00,22.0,16.0,0.029,0.008,0.3,0.002,149.0
658,노원구,2021-01-05 08:00,28.0,19.0,0.019,0.022,0.4,0.003,658.0
659,광진구,2021-01-05 08:00,23.0,16.0,0.016,0.018,0.6,0.0,616.0
661,중랑구,2021-01-05 08:00,25.0,14.0,0.019,0.023,0.5,0.003,551.0
662,동대문구,2021-01-05 08:00,24.0,17.0,0.021,0.021,0.4,0.003,87.0
663,성북구,2021-01-05 08:00,26.0,17.0,0.016,0.026,0.0,0.003,148.0
665,영등포구,2021-01-05 08:00,25.0,18.0,0.009,0.028,0.5,0.003,377.0
666,동작구,2021-01-05 08:00,31.0,21.0,0.019,0.02,0.4,0.002,430.0
667,관악구,2021-01-05 08:00,24.0,14.0,0.012,0.03,0.5,0.003,821.0
668,금천구,2021-01-05 08:00,30.0,18.0,0.011,0.031,0.5,0.002,0.0
669,강서구,2021-01-05 08:00,31.0,18.0,0.018,0.022,0.3,0.003,61.0
670,양천구,2021-01-05 08:00,32.0,18.0,0.013,0.028,0.5,0.003,275.0
671,구로구,2021-01-05 08:00,35.0,17.0,0.015,0.027,0.3,0.004,99.0
672,강남구,2021-01-05 08:00,32.0,21.0,0.021,0.019,0.4,0.004,135.0
673,서초구,2021-01-05 08:00,28.0,19.0,0.018,0.024,0.3,0.003,514.0
674,송파구,2021-01-05 08:00,23.0,15.0,0.016,0.031,0.5,0.003,0.0
675,강동구,2021-01-05 08:00,28.0,19.0,0.022,0.018,0.4,0.002,194.0
676,종로구,2021-01-05 12:00,0.0,0.0,0.0,0.0,0.0,0.0,121.0
677,용산구,2021-01-05 12:00,40.0,13.0,0.023,0.014,0.4,0.003,767.0
678,중구,2021-01-05 12:00,27.0,12.0,0.033,0.009,0.4,0.003,433.0
679,은평구,2021-01-05 12:00,31.0,10.0,0.036,0.011,0.4,0.004,603.0
681,마포구,2021-01-05 12:00,28.0,18.0,0.026,0.015,0.4,0.003,327.0
682,도봉구,2021-01-05 12:00,15.0,8.0,0.036,0.006,0.3,0.002,103.0
683,노원구,2021-01-05 12:00,33.0,14.0,0.035,0.009,0.4,0.003,608.0
684,광진구,2021-01-05 12:00,24.0,12.0,0.023,0.012,0.5,0.0,161.0
686,중랑구,2021-01-05 12:00,23.0,10.0,0.029,0.013,0.4,0.004,324.0
687,동대문구,2021-01-05 12:00,21.0,12.0,0.031,0.012,0.4,0.003,74.0
688,성북구,2021-01-05 12:00,37.0,7.0,0.028,0.014,0.0,0.004,131.0
690,영등포구,2021-01-05 12:00,20.0,8.0,0.022,0.018,0.4,0.003,289.0
691,동작구,2021-01-05 12:00,27.0,11.0,0.028,0.012,0.3,0.003,257.0
692,관악구,2021-01-05 12:00,20.0,8.0,0.028,0.015,0.4,0.004,623.0
693,금천구,2021-01-05 12:00,29.0,18.0,0.029,0.016,0.5,0.004,0.0
694,강서구,2021-01-05 12:00,20.0,9.0,0.034,0.012,0.2,0.003,55.0
695,양천구,2021-01-05 12:00,26.0,11.0,0.028,0.014,0.4,0.003,188.0
696,구로구,2021-01-05 12:00,34.0,12.0,0.03,0.015,0.3,0.004,90.0
697,강남구,2021-01-05 12:00,24.0,11.0,0.028,0.015,0.4,0.004,125.0
698,서초구,2021-01-05 12:00,0.0,6.0,0.031,0.011,0.2,0.004,692.0
699,송파구,2021-01-05 12:00,24.0,12.0,0.03,0.019,0.4,0.005,0.0
700,강동구,2021-01-05 12:00,27.0,12.0,0.031,0.011,0.4,0.003,82.0
701,종로구,2021-01-05 16:00,23.0,9.0,0.032,0.015,0.4,0.003,126.0
702,용산구,2021-01-05 16:00,31.0,8.0,0.024,0.014,0.3,0.003,601.0
